"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"24","The mapping results clearly illustrate an overall decrease in the mangrove forest extent in Mumbai. The increase in… https://t.co/QFAFqlharp",FALSE,6,"theehearty",2021-10-27 10:00:15,TRUE,"1453300490452799499","1453300502507266059","759073219638853632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theehearty",1,FALSE,FALSE,NA,NA
"25","The image classification results using all four ML classifiers and their composite show the suitability of machine… https://t.co/knYIUePFFY",FALSE,5,"theehearty",2021-10-27 10:00:12,TRUE,"1453300475030294528","1453300490452799499","759073219638853632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theehearty",1,FALSE,FALSE,NA,NA
"26","The study uses Landsat satellite imagery from 1991 to 2021 and Google Earth Engine (GEE) platform to perform an end… https://t.co/PBb5NJNTUf",FALSE,5,"theehearty",2021-10-27 10:00:08,TRUE,"1453300463978356736","1453300475030294528","759073219638853632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theehearty",1,FALSE,FALSE,NA,NA
"27","Hello! Our research focuses on understanding and mapping the spatiotemporal changes in mangrove cover in the coasta… https://t.co/28abH4r1ZI",FALSE,23,NA,2021-10-27 10:00:06,TRUE,NA,"1453300463978356736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theehearty",7,FALSE,FALSE,NA,NA
"28","Join Pushpak Baviskar, Student, Tata Institute of Social Sciences, Mumbai, India presenting next at #CWTC21 

👉Clic… https://t.co/qCinkicWrh",FALSE,9,NA,2021-10-27 09:55:00,TRUE,NA,"1453299180223574031",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",2,FALSE,FALSE,NA,NA
"29","By using the latest data on carbon stocks &amp; fisheries enhancement we can estimate the potential returns from restor… https://t.co/bctvyWw0vT",FALSE,20,"T_A_Worthington",2021-10-27 09:50:13,TRUE,"1453297972796608516","1453297979369168901","2482050278","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","T_A_Worthington",4,FALSE,FALSE,NA,NA
"30","To quantify restoration potential we developed an expert-derived model which combined the environmental setting &amp; t… https://t.co/NytVEjbCYf",FALSE,17,"T_A_Worthington",2021-10-27 09:50:12,TRUE,"1453297966056452105","1453297972796608516","2482050278","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","T_A_Worthington",2,FALSE,FALSE,NA,NA
"31","Using a high-resolution extent timeseries, we identified mangroves that have been lost, providing a footprint to qu… https://t.co/MlW5guDUEZ",FALSE,16,"T_A_Worthington",2021-10-27 09:50:10,TRUE,"1453297961690148872","1453297966056452105","2482050278","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","T_A_Worthington",3,FALSE,FALSE,NA,NA
"32","Mangrove restoration has been piecemeal &amp; an assessment of global opportunities will provide guidance on priority a… https://t.co/yNo04HmJnJ",FALSE,22,"T_A_Worthington",2021-10-27 09:50:09,TRUE,"1453297955545419784","1453297961690148872","2482050278","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","T_A_Worthington",7,FALSE,FALSE,NA,NA
"33","Mangrove forests sequester disproportionally large amounts of CO2 &amp; thus there is considerable interest in restorat… https://t.co/y3gkrDK0vx",FALSE,67,NA,2021-10-27 09:50:08,TRUE,NA,"1453297955545419784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","T_A_Worthington",19,FALSE,FALSE,NA,NA
"34","Join Thomas Worthington, Research Associate, University of Cambridge, presenting next at #CWTC21

👉Click here:… https://t.co/o29zBjeRE9",FALSE,5,NA,2021-10-27 09:45:00,TRUE,NA,"1453296663842394120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",1,FALSE,FALSE,NA,NA
"35","Reporting mangrove restoration key metrics &amp; indicators, using a standard approach, provides a critical tool to pra… https://t.co/SDuoP8H34i",FALSE,10,"Yasmine_Gatt",2021-10-27 09:40:22,TRUE,"1453295492595658752","1453295497326874627","735868016634781696","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yasmine_Gatt",2,FALSE,FALSE,NA,NA
"36","Information such as land tenure, cost breakdowns &amp; the duration of post-restoration monitoring were rarely recorded… https://t.co/z18r1c59Rt",FALSE,13,"Yasmine_Gatt",2021-10-27 09:40:21,TRUE,"1453295486996189192","1453295492595658752","735868016634781696","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yasmine_Gatt",3,FALSE,FALSE,NA,NA
"37","In our sample 24 countries recorded mangrove restoration efforts. Half of these were in Southeast Asia. While, West… https://t.co/sLdzS75TLF",FALSE,9,"Yasmine_Gatt",2021-10-27 09:40:19,TRUE,"1453295481979817997","1453295486996189192","735868016634781696","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yasmine_Gatt",1,FALSE,FALSE,NA,NA
"38","We developed a Candidate Indicator Set of metrics that comprehensively describe a mangrove restoration project. Usi… https://t.co/ylzbUIydBP",FALSE,12,"Yasmine_Gatt",2021-10-27 09:40:18,TRUE,"1453295476539854850","1453295481979817997","735868016634781696","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yasmine_Gatt",2,FALSE,FALSE,NA,NA
"39","#Mangroverestoration can provide multiple ecosystem service &amp; biodiversity benefits. However, information on mangro… https://t.co/jiQNzLq27v",FALSE,62,NA,2021-10-27 09:40:17,TRUE,NA,"1453295476539854850",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yasmine_Gatt",13,FALSE,FALSE,NA,NA
"40","Join Yasmine Gatt, PhD Candidate, National University of Singapore presenting next at #CWTC21 

👉Click here:… https://t.co/CCrlbWImoc",FALSE,14,NA,2021-10-27 09:35:00,TRUE,NA,"1453294147125743616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",3,FALSE,FALSE,NA,NA
"41","Better recognition of coastal wetlands in policy = win-win for people and nature

This requires more and better dat… https://t.co/1yHQYVMGsA",FALSE,16,"bluecology",2021-10-27 09:34:43,TRUE,"1453293664004886528","1453294077189963777","268379363","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bluecology",6,FALSE,FALSE,NA,NA
"42","But, in midst of a global climate crisis, coastal wetlands are being included in Nationally Determined Contribution… https://t.co/QnF7JUHEZ1",FALSE,9,"bluecology",2021-10-27 09:33:05,TRUE,"1453293408886349839","1453293664004886528","268379363","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bluecology",1,FALSE,FALSE,NA,NA
"43","These frameworks are missing key data to  assess coastal wetlands

e.g. fish stock assessments overlook coastal wet… https://t.co/gTzqlosTGL",FALSE,6,"bluecology",2021-10-27 09:32:04,TRUE,"1453293180003233792","1453293408886349839","268379363","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bluecology",1,FALSE,FALSE,NA,NA
"44","#Ecosystem #assessments link science with policy and ultimately help to set funding priorities - see lifecycle belo… https://t.co/BVaktkq986",FALSE,9,"bluecology",2021-10-27 09:31:09,TRUE,"1453292891955138563","1453293180003233792","268379363","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bluecology",1,FALSE,FALSE,NA,NA
"45","Coastal wetlands don’t get enough attention in the international policy arena – think #SGDs #CBD – but why? 

We lo… https://t.co/wB1YBed9P7",FALSE,44,NA,2021-10-27 09:30:00,TRUE,NA,"1453292891955138563",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","bluecology",20,FALSE,FALSE,NA,NA
"46","Join Chris Brown, ARC Future Fellow, Griffith University presenting next at #CWTC21 

👉Click here: @bluecology https://t.co/Dzq12PJek8",FALSE,9,NA,2021-10-27 09:25:00,FALSE,NA,"1453291630509891590",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",1,FALSE,FALSE,NA,NA
"47","Opportunities for #mangrove #seagrass conservation action are everywhere

Now we're looking to the future as… https://t.co/dwYGIjMcn2",FALSE,10,"ChristinABuelow",2021-10-27 09:20:12,TRUE,"1453290411049562113","1453290423003267073","4569414259","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristinABuelow",0,FALSE,FALSE,NA,NA
"48","Where are opportunities for #change and what are they? 

Opportunities = enabling conditions facilitate ➡️ action a… https://t.co/wfkPJVQ4GO",FALSE,8,"ChristinABuelow",2021-10-27 09:20:09,TRUE,"1453290405450158085","1453290411049562113","4569414259","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristinABuelow",0,FALSE,FALSE,NA,NA
"49","Where are opportunities for #change and what are they? 

Opportunities = enabling conditions facilitate ➡️ action a… https://t.co/6pUbMmHbJP",FALSE,10,"ChristinABuelow",2021-10-27 09:20:08,TRUE,"1453290400312082453","1453290405450158085","4569414259","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristinABuelow",2,FALSE,FALSE,NA,NA
"50","We identified countries with similar conditions for #change and called them #enablingprofiles

19 indicators of nat… https://t.co/DfYiNsXaAg",FALSE,7,"ChristinABuelow",2021-10-27 09:20:06,TRUE,"1453290394251300866","1453290400312082453","4569414259","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristinABuelow",1,FALSE,FALSE,NA,NA
"51","Coastal wetlands are under threat across the 🌎

A robust #theoryofchange that identifies 

#opportunities for… https://t.co/NkDL5dCEvi",FALSE,17,NA,2021-10-27 09:20:05,TRUE,NA,"1453290394251300866",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristinABuelow",12,FALSE,FALSE,NA,NA
"52","Join Christina Buelow, Research Fellow, Griffith University, presenting next at #CWTC21 

👉Click here:… https://t.co/DIe4Sl7k8Z",FALSE,9,NA,2021-10-27 09:15:00,TRUE,NA,"1453289114372124678",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",4,FALSE,FALSE,NA,NA
"53","Join Anwesha Ghosh, Research Associate, CCES, IISER Kolkata presenting next at #CWTC21 

👉Click here: @Anweghosh https://t.co/47PbS8Jvvv",FALSE,8,NA,2021-10-27 08:55:00,FALSE,NA,"1453284080712175616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",1,FALSE,FALSE,NA,NA
"54","#Mangrove loss due to cumulative cyclones is influenced by previous #erosion history
The prior state of the… https://t.co/OxYzJ41hlB",FALSE,16,"radb06",2021-10-27 08:51:22,TRUE,"1453283104270000135","1453283166421143556","1148225991480733696","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radb06",3,FALSE,FALSE,NA,NA
"55","Cumulative Cyclone damage was highest in historically seasonal &amp; ephemeral areas
Cumulative Cyclone loss was highes… https://t.co/yCFWRmHZqu",FALSE,7,"radb06",2021-10-27 08:51:07,TRUE,"1453283098825723904","1453283104270000135","1148225991480733696","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radb06",2,FALSE,FALSE,NA,NA
"56","Cyclone Amphan caused the highest overall damage but cyclone Bulbul caused the highest amounts of loss to shoreline… https://t.co/IFLZHPToXr",FALSE,6,"radb06",2021-10-27 08:51:06,TRUE,"1453283092949524487","1453283098825723904","1148225991480733696","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radb06",2,FALSE,FALSE,NA,NA
"57","We used geospatial analysis via #GEE by combing water change classes from Bhargava et al 2020 and vegetation classi… https://t.co/kxL61MDsNt",FALSE,8,"radb06",2021-10-27 08:51:04,TRUE,"1453283081645871118","1453283092949524487","1148225991480733696","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radb06",2,FALSE,FALSE,NA,NA
"58","Extreme #weather events cause 11% of global #mangrove forest loss &amp; ~40% mangrove forests are distributed in… https://t.co/I9USTuR2AH",FALSE,36,NA,2021-10-27 08:51:02,TRUE,NA,"1453283081645871118",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radb06",11,FALSE,FALSE,NA,NA
"59","This research will help predict #BlueCarbon stocks with greater confidence &amp; inform management decisions around tid… https://t.co/6blAGHj3tz",FALSE,12,"sophkaterussell",2021-10-27 08:48:55,TRUE,"1453282541939593231","1453282551318056974","976652774636077056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sophkaterussell",1,FALSE,FALSE,NA,NA
"60","So far, we have found veg community, elevation &amp; site geomorphology to be strong predictors of soil carbon at most… https://t.co/mvvCET6tL9",FALSE,9,"sophkaterussell",2021-10-27 08:48:53,TRUE,"1453282530858258435","1453282541939593231","976652774636077056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sophkaterussell",1,FALSE,FALSE,NA,NA
"61","We are taking soil cores at sites with long-term veg surveys &amp; high-res elevation data within mangrove, intertidal… https://t.co/jargiYxy9l",FALSE,10,"sophkaterussell",2021-10-27 08:48:50,TRUE,"1453282520905265157","1453282530858258435","976652774636077056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sophkaterussell",1,FALSE,FALSE,NA,NA
"62","Understanding variability in BlueC stocks improves #CarbonAccounting &amp; #CoastalEcosystem management for… https://t.co/0T9dQtWO9M",FALSE,11,"sophkaterussell",2021-10-27 08:48:48,TRUE,"1453282514366345224","1453282520905265157","976652774636077056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sophkaterussell",1,FALSE,FALSE,NA,NA
"63","Saltmarsh &amp; Mangrove ecosystems are important #NatureBasedSolutions to #ClimateChange, removing carbon from the env… https://t.co/CqSurmmsS9",FALSE,57,NA,2021-10-27 08:48:46,TRUE,NA,"1453282514366345224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sophkaterussell",18,FALSE,FALSE,NA,NA
"64","Join Radhika Bhargava, PhD Candidate, National University of Singapore presenting next at #CWTC21 

👉Click here:… https://t.co/Dmf3uR7Gdg",FALSE,8,NA,2021-10-27 08:45:00,TRUE,NA,"1453281564570312715",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",2,FALSE,FALSE,NA,NA
"65","@SeagrasEcology @bluecarbon #CWTC21",FALSE,2,"SeagrasEcology",2021-10-27 08:41:32,FALSE,"1453278348084400131","1453280693837078531","343326655","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlyssaGiffin",0,FALSE,FALSE,NA,NA
"66","@globalwetlands Kev in Maine, grew up in Florida, currently part of the Florida Hacks With IBM Hackathon creating i… https://t.co/L2WqVyKrey",FALSE,0,"globalwetlands",2021-10-27 08:38:07,TRUE,"1453268981306077186","1453279833597874192","1095526162527281157","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MangroveTracker",0,FALSE,FALSE,NA,NA
"67","@Anweghosh speaking about mangrove litterfall breakdown by bacterioplankton in Sundarbans and implications for regi… https://t.co/37r19WMj6F",FALSE,4,"Anweghosh",2021-10-27 08:35:46,TRUE,NA,"1453279240204570628","1023160113551499265","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BhadPunyasloke",1,FALSE,FALSE,NA,NA
"68","#CWTC21 1/5 https://t.co/XnkVMUhGGL",FALSE,6,"Anweghosh",2021-10-27 08:35:10,FALSE,"1453278058538995733","1453279092481171457","1023160113551499265","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anweghosh",1,FALSE,FALSE,NA,NA
"69","Join Sophie Russell, Masters by Research Candidate, University of Adelaide, presenting next at #CWTC21 

👉Click her… https://t.co/JgZX7BOXgR",FALSE,8,NA,2021-10-27 08:35:00,TRUE,NA,"1453279047610363904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",1,FALSE,FALSE,NA,NA
"70","CSIA-AA has enabled the previously difficult methodological task of measuring mangrove, algal bacterial, and fungal… https://t.co/MavRZAcyXP",FALSE,6,"haradaoceans",2021-10-27 08:31:41,TRUE,"1453278213447299077","1453278215850635269","736195088234094592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","haradaoceans",1,FALSE,FALSE,NA,NA
"71","The contributions of source organic matter to environmental samples such as animal tissue and soil can be quantifie… https://t.co/eqk8BsiWMi",FALSE,4,"haradaoceans",2021-10-27 08:31:41,TRUE,"1453278208904794115","1453278213447299077","736195088234094592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","haradaoceans",1,FALSE,FALSE,NA,NA
"72","Mangroves, bacteria, fungi and algae phylogenetically differ in their amino acid biosynthesis. Therefore, they can… https://t.co/Lv1FaUExKs",FALSE,4,"haradaoceans",2021-10-27 08:31:40,TRUE,"1453278204664418311","1453278208904794115","736195088234094592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","haradaoceans",1,FALSE,FALSE,NA,NA
"73","We tested how the new analytical technique, compound-specific isotope analysis of amino acids (CSIA-AA), can help u… https://t.co/5Fj2ouDz20",FALSE,4,"haradaoceans",2021-10-27 08:31:39,TRUE,"1453278200218505221","1453278204664418311","736195088234094592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","haradaoceans",1,FALSE,FALSE,NA,NA
"74","#Carbon cycles in #bluecarbon ecosystems such as #mangrove forests that involve detritivores, decomposers and crab… https://t.co/loxWD6DS8I",FALSE,26,NA,2021-10-27 08:31:38,TRUE,NA,"1453278200218505221",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","haradaoceans",7,FALSE,FALSE,NA,NA
"75","Lots of wonderful presentations from the @globalwetlands Coastal Wetlands Twitter Conference; check out #CWTC21 https://t.co/lX0VWM20rI",FALSE,4,NA,2021-10-27 08:30:36,FALSE,NA,"1453277942839140352",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mozziebites",0,FALSE,FALSE,NA,NA
"76","#CWTC21 https://t.co/JjwGMUy7y8",FALSE,4,NA,2021-10-27 08:28:10,FALSE,NA,"1453277327819948040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bluecology",1,FALSE,FALSE,NA,NA
"77","Join Amrit Kumar Mishra, Postdoc Researcher, Indian Institute of Technology Bhubaneswar presenting now for #CWTC21!… https://t.co/wfNb8FKn1H",FALSE,8,NA,2021-10-27 08:26:18,TRUE,NA,"1453276858955534345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",1,FALSE,FALSE,NA,NA
"78","Join Yota Harda, Post Doctorate, Japan Agency for Marine-Earth Science and Technology presenting next at #CWTC21… https://t.co/JAQNbphEFl",FALSE,6,NA,2021-10-27 08:25:00,TRUE,NA,"1453276531254509572",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globalwetlands",1,FALSE,FALSE,NA,NA
